Comp_Name,Job_Title,Location,Category_Name
SE Wiring Systems EGYPT,Manufacturing System Developer," 
10th of Ramadan City, Cairo",Creative/Design/Art
SE Wiring Systems EGYPT,Manufacturing System Developer," 
10th of Ramadan City, Cairo",IT/Software Development
Shahbandr,Senior WordPress/PHP/Backend Developer," 
Sheikh Zayed, Giza",IT/Software Development
Shahbandr,Senior WordPress/PHP/Backend Developer," 
Sheikh Zayed, Giza",Engineering - Telecom/Technology
Loc-Camp,IT Specialist," 
Haram, Giza",IT/Software Development
BRISK Business Inc.,Software Business Analyst - Job Description," 
New Cairo, Cairo",IT/Software Development
Queen Tech Solutions,Senior Front End Developer (Angular)," 
Heliopolis, Cairo",IT/Software Development
Queen Tech Solutions,Senior Front End Developer (Angular)," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Smartly,Senior Front End Developer - Angular," 
Nasr City, Cairo",IT/Software Development
ORGANI GROUP,Cyber Security Engineer," 
New Cairo, Cairo",IT/Software Development
ORGANI GROUP,Cyber Security Engineer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Mohandes Life Insurance,Senior Full Stack Developer," 
Giza, Egypt",IT/Software Development
Mohandes Life Insurance,Senior Full Stack Developer," 
Giza, Egypt",Engineering - Telecom/Technology
Confidential Company,Senior Dot Net Full Stack Developer,"Cairo, Egypt",Business Development
Confidential Company,Senior Dot Net Full Stack Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Dot Net Full Stack Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Seena - سينا,Senior Software Engineer - PHP," 
Nasr City, Cairo",IT/Software Development
Seena - سينا,Senior Software Engineer - PHP," 
Nasr City, Cairo",Engineering - Telecom/Technology
3S Software,Full Stack Developer," 
Nasr City, Cairo",Installation/Maintenance/Repair
3S Software,Full Stack Developer," 
Nasr City, Cairo",IT/Software Development
3S Software,Full Stack Developer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Confidential Company,Node JS & Linux Developer,"Cairo, Egypt",IT/Software Development
Dafa,"Senior Tester ""Quality Assurance Automation"""," 
Haram, Giza",IT/Software Development
Dafa,"Senior Tester ""Quality Assurance Automation"""," 
Haram, Giza",Quality
Dafa,"Senior Tester ""Quality Assurance Automation"""," 
Haram, Giza",Engineering - Telecom/Technology
Dafa,Front End Developer (Vue.js)," 
Haram, Giza",IT/Software Development
Dafa,Front End Developer (Vue.js)," 
Haram, Giza",Engineering - Telecom/Technology
Confidential Company,Chief Technology Officer,"Cairo, Egypt",C-Level Executive/GM/Director
Yespays,Experienced java spring developer," 
New Cairo, Cairo",IT/Software Development
Yespays,Experienced java spring developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support," 
New Capital, Cairo",Installation/Maintenance/Repair
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support," 
New Capital, Cairo",IT/Software Development
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support," 
New Capital, Cairo",Engineering - Telecom/Technology
Rubyred Garment,IT Specialist," 
Bourj Alarab, Alexandria",Installation/Maintenance/Repair
Rubyred Garment,IT Specialist," 
Bourj Alarab, Alexandria",IT/Software Development
Rubyred Garment,IT Specialist," 
Bourj Alarab, Alexandria",Engineering - Telecom/Technology
Egypt University of Informatics (EUI),Senior Systems Engineer," 
New Capital, Cairo",IT/Software Development
Egypt University of Informatics (EUI),Senior Systems Engineer," 
New Capital, Cairo",Engineering - Telecom/Technology
eVision,Senior Software Technical Support Engineer," 
New Cairo, Cairo",IT/Software Development
eVision,Senior Software Technical Support Engineer," 
New Cairo, Cairo",Engineering - Telecom/Technology
ZINAD IT,Technical Writer," 
6th of October, Giza",Writing/Editorial
ZINAD IT,Technical Writer," 
6th of October, Giza",IT/Software Development
ZINAD IT,Technical Writer," 
6th of October, Giza",Engineering - Telecom/Technology
Bydotpy,Frontend Developer (React)," 
New Cairo, Cairo",IT/Software Development
Bydotpy,Frontend Developer (React)," 
New Cairo, Cairo",Engineering - Telecom/Technology
RDI,Senior iOS Developer (Native)," 
Dokki, Giza",IT/Software Development
RDI,Senior iOS Developer (Native)," 
Dokki, Giza",Engineering - Telecom/Technology
RDI,Senior Android Developer," 
Dokki, Giza",IT/Software Development
RDI,Senior Android Developer," 
Dokki, Giza",Engineering - Telecom/Technology
Crowe Egypt - Dr Khaled Abdelaziz Hegazy,External Audit Manager," 
Dokki, Giza",Accounting/Finance
Confidential Company,Senior Frontend PHP Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior PHP Laravel Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,E Commerce Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Voice Engineer,"Cairo, Egypt",IT/Software Development
Confidential Company,Voice Engineer,"Cairo, Egypt",Engineering - Telecom/Technology
Shebak,Software Engineer," 
Smart Village, Giza",IT/Software Development
Shebak,Software Engineer," 
Smart Village, Giza",Engineering - Telecom/Technology
Swakli Digital Events,Graphic Designer," 
New Cairo, Cairo",Creative/Design/Art
Swakli Digital Events,Graphic Designer," 
New Cairo, Cairo",Marketing/PR/Advertising
Trufla,Senior Back End Developer - Node JS," 
Heliopolis, Cairo",IT/Software Development
Trufla,Senior Back End Developer - Node JS," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Trufla,Senior Software Testing - Quality Control Engineer," 
Heliopolis, Cairo",IT/Software Development
Trufla,Senior Software Testing - Quality Control Engineer," 
Heliopolis, Cairo",Quality
Trufla,Senior Software Testing - Quality Control Engineer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Trufla,Senior Frontend Engineer - React," 
Heliopolis, Cairo",IT/Software Development
Trufla,Senior Frontend Engineer - React," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Trufla,Senior Frontend Engineer - React," 
Heliopolis, Cairo",Engineering - Mechanical/Electrical
Windrose Academy,Technical Support Specialist," 
Maadi, Cairo",Installation/Maintenance/Repair
Windrose Academy,Technical Support Specialist," 
Maadi, Cairo",IT/Software Development
Windrose Academy,Technical Support Specialist," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Senior BIM Engineer - Architecture,"Cairo, Egypt",Engineering - Construction/Civil/Architecture
Confidential Company,Senior BIM Engineer - Architecture,"Cairo, Egypt",Engineering - Other
Youxel,.Net Team Lead," 
Cairo, Egypt",IT/Software Development
Youxel,.Net Team Lead," 
Cairo, Egypt",Engineering - Telecom/Technology
Kashier Payment Solutions,Senior Frontend Engineer," 
Zamalek, Cairo",IT/Software Development
Kashier Payment Solutions,Senior Frontend Engineer," 
Zamalek, Cairo",Engineering - Telecom/Technology
Kashier Payment Solutions,Senior Frontend Engineer," 
Zamalek, Cairo",Engineering - Other
British Council,IT Officer," 
Cairo, Egypt",Installation/Maintenance/Repair
British Council,IT Officer," 
Cairo, Egypt",IT/Software Development
WSC,Devops Engineer," 
Giza, Egypt",IT/Software Development
Multi Level Group (MLG),Field support Technician," 
Cairo, Egypt",Installation/Maintenance/Repair
Multi Level Group (MLG),Field support Technician," 
Cairo, Egypt",IT/Software Development
Multi Level Group (MLG),Field support Technician," 
Cairo, Egypt",Engineering - Telecom/Technology
Ejada,Senior AI Engineer," 
Cairo, Egypt",IT/Software Development
TensorGraph,Senior Backend Developer," 
Maadi, Cairo",IT/Software Development
TensorGraph,Senior Backend Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city )," 
Cairo, Egypt",IT/Software Development
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city )," 
Cairo, Egypt",Quality
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city )," 
Cairo, Egypt",Engineering - Telecom/Technology
Hayati SRL,Office Assistant / Secretary," 
Cairo, Egypt",IT/Software Development
Perfect Presentation,Senior Front End Developer (Blockchain)," 
6th of October, Giza",IT/Software Development
Aliaict,Junior Software Tester," 
Cairo, Egypt",IT/Software Development
FlairsTech,Senior Front end Developer /Angular," 
Maadi, Cairo",IT/Software Development
FlairsTech,Senior Front end Developer /Angular," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Senior Flutter Developer,"Cairo, Egypt",IT/Software Development
EVA Cosmetics,Senior Oracle Apps Developer/ Apex," 
6th of October, Giza",IT/Software Development
Al Rabat,Technical Support Engineer," 
Nasr City, Cairo",IT/Software Development
Al Rabat,Technical Support Engineer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Interact Technology Solutions,IoT Software Engineer," 
Maadi, Cairo",IT/Software Development
Interact Technology Solutions,IoT Software Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Sales Manager(software and call center industry),"Cairo, Egypt",Business Development
Confidential Company,Sales Manager(software and call center industry),"Cairo, Egypt",Operations/Management
Confidential Company,Sales Manager(software and call center industry),"Cairo, Egypt",Sales/Retail
Majorel Egypt,IT Help Desk Specialist," 
San Stefano, Alexandria",Installation/Maintenance/Repair
Majorel Egypt,IT Help Desk Specialist," 
San Stefano, Alexandria",IT/Software Development
Majorel Egypt,IT Help Desk Specialist," 
San Stefano, Alexandria",Engineering - Telecom/Technology
Interact Technology Solutions,Senior Network Security Engineer," 
Maadi, Cairo",Installation/Maintenance/Repair
Interact Technology Solutions,Senior Network Security Engineer," 
Maadi, Cairo",IT/Software Development
Interact Technology Solutions,Senior Network Security Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
DAK Steel - Construction,Technical Office Engineer," 
Haram, Giza",Engineering - Construction/Civil/Architecture
Union Coop,UI/UX Designer (On-Site)," 
Dokki, Giza",Creative/Design/Art
Union Coop,UI/UX Designer (On-Site)," 
Dokki, Giza",IT/Software Development
Dafa,UI UX Designer," 
Haram, Giza",Creative/Design/Art
Dafa,UI UX Designer," 
Haram, Giza",IT/Software Development
Dafa,UI UX Designer," 
Haram, Giza",Engineering - Telecom/Technology
Al Soug-Cashi,IT Support Engineer," 
Cairo, Egypt",Installation/Maintenance/Repair
Al Soug-Cashi,IT Support Engineer," 
Cairo, Egypt",IT/Software Development
Al Soug-Cashi,IT Support Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Bevatel,Technical Support Engineer," 
Dokki, Giza",IT/Software Development
3S Software,Application Support Engineer," 
Cairo, Egypt",Installation/Maintenance/Repair
3S Software,Application Support Engineer," 
Cairo, Egypt",IT/Software Development
3S Software,Application Support Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Efada Technology,Network Engineer," 
Cairo, Egypt",IT/Software Development
Efada Technology,Network Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
A1Softech,Microsoft Exchange Administrator," 
Maadi, Cairo",Installation/Maintenance/Repair
A1Softech,Microsoft Exchange Administrator," 
Maadi, Cairo",IT/Software Development
A1Softech,Microsoft Exchange Administrator," 
Maadi, Cairo",Engineering - Telecom/Technology
Efada Technology,Global Active Directory Expert," 
6th of October, Giza",IT/Software Development
Efada Technology,Global Active Directory Expert," 
6th of October, Giza",Operations/Management
Efada Technology,Global Active Directory Expert," 
6th of October, Giza",Engineering - Telecom/Technology
Confidential Company,Cloud Solutions Sales Associate,"Cairo, Egypt",Customer Service/Support
Confidential Company,Cloud Solutions Sales Associate,"Cairo, Egypt",IT/Software Development
Confidential Company,Cloud Solutions Sales Associate,"Cairo, Egypt",Sales/Retail
Confidential Company,Cloud Solutions Sales Manager,"Cairo, Egypt",Customer Service/Support
Confidential Company,Cloud Solutions Sales Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Cloud Solutions Sales Manager,"Cairo, Egypt",Sales/Retail
Premium Card,IT - System Administration Specialist," 
Dokki, Giza",IT/Software Development
Premium Card,IT - System Administration Specialist," 
Dokki, Giza",Engineering - Telecom/Technology
Dynamicslink,Financial Consultant," 
Nasr City, Cairo",IT/Software Development
Egypt Kuwait Holding,Application Support Engineer," 
Dokki, Giza",IT/Software Development
YOUXEl Technology,Senior Backend Developer," 
Cairo, Egypt",IT/Software Development
Confidential Company,"Full Stack Developer (.NET core , Angular 8+) -Part Time","Cairo, Egypt",IT/Software Development
Confidential Company,"Full Stack Developer (.NET core , Angular 8+) -Part Time","Cairo, Egypt",Engineering - Telecom/Technology
International Advanced,Senior Angular Developer," 
Nasr City, Cairo",IT/Software Development
Confidential Company,Full Stack Java Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Full Stack Java Developer,"Cairo, Egypt",Engineering - Telecom/Technology
Global Brands,System Engineer," 
New Cairo, Cairo",IT/Software Development
Global Brands,System Engineer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Softec Technologies,Software Technical Team Leader," 
Maadi, Cairo",IT/Software Development
Softec Technologies,Software Technical Team Leader," 
Maadi, Cairo",Engineering - Telecom/Technology
TensorGraph,Senior Python Developer," 
Maadi, Cairo",IT/Software Development
TensorGraph,Senior Python Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
TensorGraph,Senior Node JS Developer," 
Maadi, Cairo",IT/Software Development
TensorGraph,Senior Node JS Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Digital Transformation Team Leader,"Cairo, Egypt",IT/Software Development
Confidential Company,Digital Transformation Team Leader,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Software Developer - Backend - Senior,"Cairo, Egypt",IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,Linux Systems Administrator," 
Maadi, Cairo",IT/Software Development
taknia systems,ERP implementer," 
Banha, Qalubia",Accounting/Finance
taknia systems,ERP implementer," 
Banha, Qalubia",Customer Service/Support
taknia systems,ERP implementer," 
Banha, Qalubia",IT/Software Development
Bevatel,Development Tech Leader," 
Dokki, Giza",Business Development
Bevatel,Development Tech Leader," 
Dokki, Giza",IT/Software Development
Bevatel,Development Tech Leader," 
Dokki, Giza",Engineering - Telecom/Technology
